providers_electricity,providers_heat,providers_billet_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, rebar wf","fabrication, rebar elec","hot rolling, billets elec","hot rolling, billets wf","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Underground",0.068539126,0.074714526,0.149223048,0,0.960446668,0.018562529,0.520482506,0.14405968,0.09383434,0.92831425,1.025,0.003086867,0.001066192,2.15E-08,0.072728295
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, SUB, Surface",0.076642708,0.074394557,0.141124102,0,0.976174339,0.014199384,0.484573165,0.144136622,0.127080653,0.918993939,0.9646,0.002543726,0.001049276,2.18E-08,0.053871877
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.070496841,0.074945458,0.14077873,0,0.968828324,0.027269832,0.570194094,0.150568156,0.066206307,0.935709307,1.2102,0.003425743,0.001087659,3.10E-08,0.071801704
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.070589417,0.075985835,0.141060531,0,0.969172753,0.016161564,0.536982222,0.149986987,0.092423521,1.019457124,1.1342,0.003212289,0.001058665,2.92E-08,0.068253911
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Underground",0.084514201,0.076089747,0.160395535,0,0.961808187,0.034741572,0.537030531,0.145681537,0.062688044,0.928302448,0.9794,0.002547513,0.001051373,2.17E-08,0.054366365
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.064871037,0.077273358,0.160438865,0,0.978844823,0.049327641,0.502429606,0.151487272,0.099905417,0.853807164,1.116,0.003154871,0.001045903,2.85E-08,0.06712049
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.057867309,0.07740073,0.149103803,0,0.971999699,0.016939415,0.522879128,0.152092367,0.133756256,0.99318445,1.1612,0.00330017,0.001063814,2.98E-08,0.069171797
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.076913131,0.077577119,0.160929343,0,0.977316125,0.029179464,0.530274327,0.14318548,0.089985629,0.919066971,0.6209,0.001851247,0.001022037,1.80E-08,0.044250981
Electricity; at grid; generation mix - Turlock Irrigation District,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.086695408,0.076533858,0.15700225,0,0.960430179,0.044661032,0.504661536,0.14603546,0.102959123,0.937796261,0.998,0.002327793,0.001073404,1.73E-08,0.059511757
"Electricity; at grid; generation mix - City of Tacoma, Department of Public Utilities, Light Division","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.059320561,0.07633271,0.135582213,0,0.966585593,0.033104199,0.483849799,0.156697648,0.078736543,1.010152958,0.7432,0.002132822,0.000999985,1.59E-08,0.0416383
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.085975734,0.074259642,0.164939673,0,0.97439323,0.019390472,0.436280546,0.150224878,0.079619495,0.903269615,1.1297,0.003205634,0.001081465,2.92E-08,0.06818865
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.067256597,0.075239403,0.14293993,0,0.97429491,0.025693809,0.539164991,0.151472663,0.097761944,0.831117008,0.9537,0.002474354,0.001027412,2.11E-08,0.052928324
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.08749468,0.076436334,0.159404593,0,0.974073516,0.045750995,0.415363584,0.141040324,0.116020258,1.032082994,0.9523,0.002539019,0.0010556,2.17E-08,0.053562055
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.078546239,0.076717619,0.16456579,0,0.979370889,0.021069134,0.483886769,0.160966,0.138838531,0.872399376,0.8536,0.002103091,0.001028301,2.05E-08,0.052692111
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Underground",0.066689309,0.075514915,0.137401266,0,0.975650861,0.033158317,0.483538766,0.153307914,0.069584576,0.952843078,1.0439,0.003140152,0.001071639,2.18E-08,0.073620597
Electricity; at grid; generation mix - PacifiCorp East,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.064741356,0.076219579,0.142025807,0,0.976742486,0.033614385,0.507889677,0.151493565,0.05965742,0.920240538,1.2011,0.002885177,0.001035347,3.05E-08,0.065276613
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkoma,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.088394553,0.076543914,0.135957541,0,0.973893759,0.036880297,0.429761742,0.149165297,0.109055335,0.823073811,1.0776,0.003035052,0.001063447,2.76E-08,0.065916723
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.082592609,0.075918864,0.137113662,0,0.976490344,0.044612957,0.476268425,0.155285964,0.104329483,0.9544093,1.1341,0.003214805,0.001081017,2.92E-08,0.068131353
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Underground",0.066543776,0.075413098,0.144696473,0,0.970772758,0.030702124,0.551576967,0.151742613,0.127536728,0.793425896,1.0411,0.003108446,0.001065031,2.15E-08,0.073609898
Electricity; at grid; generation mix - Duke Energy Carolinas,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.061663933,0.076142193,0.147972044,0,0.976055639,0.037513187,0.472670229,0.150577107,0.089366204,0.911458101,0.7534,0.00194012,0.001006092,1.84E-08,0.046253089
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.089496008,0.076371038,0.144173815,0,0.961632043,0.047802954,0.453133634,0.152087008,0.069694789,0.865726608,1.1355,0.003634903,0.001106422,2.83E-08,0.085363753
Electricity; at grid; generation mix - Duke Energy Progress East,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.06210313,0.074443524,0.140926227,0,0.97651642,0.027696157,0.498307677,0.153507384,0.095358973,0.754294393,0.8467,0.002302277,0.001029307,2.21E-08,0.052324693
Electricity; at grid; generation mix - Public Service Company of Colorado,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.079697626,0.074455195,0.156701433,0,0.969912133,0.033712275,0.515828038,0.162250067,0.140524578,1.053184934,1.0081,0.002363249,0.001051981,2.34E-08,0.056817225
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.067431923,0.076293484,0.142357813,0,0.973563184,0.034871851,0.488692822,0.146829323,0.051078237,0.896727027,0.8945,0.002378469,0.001018981,2.12E-08,0.050698893
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.071044833,0.076778003,0.137326711,0,0.965450008,0.034548196,0.442924362,0.146458716,0.134318086,0.996435804,0.9631,0.002377715,0.001042352,2.03E-08,0.058617235
Electricity; at grid; generation mix - Western Area Power Administration - Desert Southwest Region,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Powder River Basin, BIT, Surface",0.06570022,0.075888069,0.14307038,0,0.975054998,0.030708433,0.568878683,0.152640312,0.106497023,0.804812167,0.6943,0.001953362,0.001013349,1.93E-08,0.047789357
