providers_electricity,providers_heat,providers_bloom_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, heavy section wf","fabrication, heavy section elec","hot rolling, blooms elec","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
Electricity; at grid; generation mix - Duke Energy Progress East,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.073646324,0.074930865,0.041873617,0.803594747,0.010675061,0.452987953,0.150154755,0.09663757,0.859767269,0.7873,0.002274282,0.001104298,2.27E-08,0.052686236
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.071352719,0.074100911,0.041752102,0.81669646,0.048897997,0.482059697,0.152695094,0.090176999,0.815314696,1.1226,0.003393556,0.001234715,3.02E-08,0.065700658
Electricity; at grid; generation mix - Public Service Company of Colorado,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkoma,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.082225143,0.077679347,0.035614141,0.832754412,0.048087534,0.529373925,0.149228469,0.12078977,0.899602799,1.2336,0.003311977,0.001240904,3.14E-08,0.070682384
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Underground",0.067760701,0.076431107,0.041659575,0.879213264,0.028703172,0.623004094,0.148970506,0.059352948,0.881534352,1.1348,0.003185589,0.001159147,2.72E-08,0.063566967
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.088272079,0.077045059,0.040982024,0.84373329,0.040888009,0.483103244,0.149629474,0.130675661,0.800906501,0.9746,0.003042074,0.001219624,2.40E-08,0.066879045
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Underground",0.064245908,0.076678122,0.037112077,0.831180601,0.013586721,0.473180382,0.149208972,0.118603994,0.898789842,1.276,0.003852756,0.001226132,3.50E-08,0.076493351
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Underground",0.08717169,0.076666106,0.042585834,0.873636074,0.011195839,0.598451961,0.155885916,0.107177167,0.881636335,1.1473,0.003225749,0.001187531,2.78E-08,0.064299359
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.053560233,0.075766809,0.0338522,0.83496339,0.026607975,0.525569858,0.150940001,0.06218731,0.886430775,1.13,0.003279935,0.001190926,2.84E-08,0.064716479
"Electricity; at grid; generation mix - Duke Energy Florida, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.06762161,0.077584347,0.037915147,0.868363903,0.040420173,0.454112384,0.144255481,0.112568633,0.916824847,1.2206,0.003282075,0.001186108,2.60E-08,0.073606667
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkoma,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.054423409,0.076513253,0.038676089,0.879261465,0.037416411,0.611333634,0.153254798,0.148213555,0.907072484,0.9954,0.002854663,0.001149374,2.18E-08,0.075727616
Electricity; at grid; generation mix - Public Service Company of New Mexico,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.077848882,0.074347625,0.036406484,0.773243553,0.0224314,0.532090467,0.157037734,0.079269261,0.786324531,1.5575,0.003838745,0.001315342,4.15E-08,0.084132979
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Underground",0.051700312,0.074812227,0.036563117,0.893969823,0.046459412,0.484139334,0.140386518,0.070461893,0.85692011,0.5591,0.001742993,0.001021521,1.73E-08,0.042211891
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.082755784,0.074283021,0.043310329,0.867659689,0.036996354,0.485630574,0.148052505,0.05975249,0.914642534,1.0862,0.003587596,0.001143743,2.83E-08,0.084380387
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.058774545,0.075028041,0.036386158,0.848933359,0.017937824,0.479857091,0.147311413,0.066997137,0.93520056,0.9682,0.002734657,0.001082438,2.69E-08,0.056963444
Electricity; at grid; generation mix - Duke Energy Carolinas,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.076337251,0.074397601,0.038532511,0.881520166,0.010014647,0.491906405,0.1415421,0.053309476,0.944622403,0.9276,0.002609386,0.001149324,2.44E-08,0.056074978
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Lignite, LIG, Surface",0.085051125,0.076310048,0.036686891,0.794531152,0.024666637,0.526687917,0.155298133,0.0691428,1.004254699,0.9865,0.002598187,0.001145627,2.29E-08,0.062791057
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkoma,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.084877132,0.07600514,0.043593469,0.810715631,0.022937898,0.462533096,0.159445218,0.081521768,0.880640153,1.2766,0.003499997,0.001266285,3.01E-08,0.075305045
Electricity; at grid; generation mix - Los Angeles Department of Water and Power,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Import, SUB, Surface",0.05947093,0.074306421,0.0367527,0.876271209,0.038929939,0.461465115,0.153294371,0.09835857,0.922343893,1.1623,0.002961038,0.001154538,2.77E-08,0.068912866
Electricity; at grid; generation mix - Seminole Electric Cooperative,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.050523858,0.07577855,0.033490313,0.874613764,0.032037312,0.628436596,0.157622063,0.073729739,0.915382541,1.2339,0.002707206,0.00105872,2.76E-08,0.056536625
Electricity; at grid; generation mix - Arizona Public Service Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.088044119,0.076411538,0.037674525,0.87341296,0.01577746,0.447910868,0.150675009,0.093777085,0.933391147,1.2751,0.003586294,0.00121668,3.03E-08,0.084085054
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.078378366,0.077903986,0.039503771,0.884044647,0.045811209,0.630517016,0.139321799,0.059681867,0.923594705,1.3337,0.003923754,0.001195882,3.53E-08,0.07888539
"Electricity; at grid; generation mix - Duke Energy Florida, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Powder River Basin, BIT, Surface",0.065626453,0.076918609,0.037000465,0.874952222,0.043440209,0.615194868,0.144522198,0.093625265,0.878625033,1.3087,0.003411334,0.001186437,2.67E-08,0.077271191
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.081942576,0.077378544,0.035236628,0.862174744,0.014775332,0.444403747,0.148440586,0.126804228,0.783762699,1.0534,0.003092316,0.001187092,2.70E-08,0.061858467
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Fort Worth,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.054302377,0.075348876,0.035074461,0.877127597,0.026274364,0.478224241,0.152904639,0.060874513,0.986485236,0.9304,0.002760996,0.001143043,2.17E-08,0.071617017
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.074370709,0.075419912,0.039307341,0.880797402,0.033424926,0.498367679,0.145358979,0.086073333,1.054078822,1.0407,0.003035702,0.001099801,2.81E-08,0.065277658
